Linha ID;ID Pedido;Data do Pedido;Data do Envio;Mode de Envio;ID Vendedor;Nome do Vendedor;Segmento;Pais;Cidade;Estado;Codigo Postal;Região;Produto ID;Categoria;Sub-Categoria;Nome do Produto;Valor venda;Quantidade;Desconto;Lucro;Ano;Mes;Dia;Envio Dias;Valor Unitario;Margem
1972;CA-2014-140242;2014-05-07;2014-05-12;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Chicago;Illinois;60623;Central;TEC-AC-10004659;Technology;Accessories;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";408,74;7,0;20,0;76,64;2014;5;7;5;58,39;0,19
1973;CA-2011-148950;2011-12-14;2011-12-19;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Chicago;Illinois;60610;Central;OFF-BI-10001249;Office Supplies;Binders;Avery Heavy-Duty EZD View Binder with Locking Rings;5,1;4,0;80,0;-8,68;2011;12;14;5;1,28;-1,7
1974;CA-2011-148950;2011-12-14;2011-12-19;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Chicago;Illinois;60610;Central;OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins;2,9;2,0;20,0;0,47;2011;12;14;5;1,45;0,16
1975;CA-2011-148950;2011-12-14;2011-12-19;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Chicago;Illinois;60610;Central;TEC-AC-10002718;Technology;Accessories;Belkin Standard 104 key USB Keyboard;35,02;3,0;20,0;-2,19;2011;12;14;5;11,67;-0,06
1976;CA-2011-110408;2011-10-18;2011-10-20;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;OFF-ST-10001522;Office Supplies;Storage;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;275,97;3,0;0,0;11,04;2011;10;18;2;91,99;0,04
1977;CA-2011-110408;2011-10-18;2011-10-20;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;TEC-PH-10002352;Technology;Phones;Avaya IP Phone 1140E VoIP phone;1394,95;5,0;0,0;362,69;2011;10;18;2;278,99;0,26
1978;CA-2011-110408;2011-10-18;2011-10-20;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;545,88;6,0;0,0;70,96;2011;10;18;2;90,98;0,13
1979;CA-2012-109939;2012-05-08;2012-05-12;Standard Class;AA-10375;Allen Armold;Consumer;United States;Salem;Oregon;97301;West;OFF-AR-10000127;Office Supplies;Art;Newell 321;5,25;2,0;20,0;0,59;2012;5;8;4;2,62;0,11
1980;CA-2013-112669;2013-04-15;2013-04-15;Same Day;KT-16465;Kean Takahito;Consumer;United States;Glendale;Arizona;85301;West;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;933,54;4,0;20,0;105,02;2013;4;15;0;233,38;0,11
1981;CA-2013-112669;2013-04-15;2013-04-15;Same Day;KT-16465;Kean Takahito;Consumer;United States;Glendale;Arizona;85301;West;OFF-ST-10001228;Office Supplies;Storage;Fellowes Personal Hanging Folder Files, Navy;42,98;4,0;20,0;4,3;2013;4;15;0;10,74;0,1
1982;CA-2012-119592;2012-12-14;2012-12-16;Second Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Columbus;Georgia;31907;South;OFF-BI-10004187;Office Supplies;Binders;Staples;3,76;2,0;0,0;1,8;2012;12;14;2;1,88;0,48
1983;CA-2011-122749;2011-12-03;2011-12-09;Standard Class;NG-18430;Nathan Gelder;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;TEC-PH-10003811;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;479,96;4,0;0,0;134,39;2011;12;3;6;119,99;0,28
1984;CA-2011-164721;2011-11-25;2011-11-27;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;94513;West;OFF-AP-10000240;Office Supplies;Appliances;Belkin F9G930V10-GRY 9 Outlet Surge;320,88;6,0;0,0;93,06;2011;11;25;2;53,48;0,29
1985;CA-2011-164721;2011-11-25;2011-11-27;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;94513;West;FUR-FU-10001940;Furniture;Furnishings;Staples;23,88;3,0;0,0;10,51;2011;11;25;2;7,96;0,44
1986;CA-2011-164721;2011-11-25;2011-11-27;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;94513;West;OFF-PA-10000575;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;26,76;4,0;0,0;12,31;2011;11;25;2;6,69;0,46
1987;CA-2013-147417;2013-07-26;2013-07-28;First Class;CB-12415;Christy Brittain;Consumer;United States;Columbus;Ohio;43229;East;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;1439,98;4,0;40,0;192,0;2013;7;26;2;359,99;0,13
1988;CA-2012-127509;2012-11-09;2012-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;17,22;3,0;0,0;7,92;2012;11;9;4;5,74;0,46
1989;CA-2012-127509;2012-11-09;2012-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;FUR-TA-10002855;Furniture;Tables;Bevis Round Conference Table Top & Single Column Base;1024,38;7,0;0,0;215,12;2012;11;9;4;146,34;0,21
1990;CA-2012-127509;2012-11-09;2012-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;OFF-EN-10000781;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";26,22;3,0;0,0;12,32;2012;11;9;4;8,74;0,47
1991;CA-2012-127509;2012-11-09;2012-11-13;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;OFF-PA-10002160;Office Supplies;Paper;Xerox 1978;17,34;3,0;0,0;8,5;2012;11;9;4;5,78;0,49
1992;CA-2014-111374;2014-02-25;2014-03-01;Standard Class;CB-12415;Christy Brittain;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10004970;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";4,96;4,0;70,0;-3,8;2014;2;25;4;1,24;-0,77
1993;CA-2014-133648;2014-06-26;2014-07-03;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Springfield;Oregon;97477;West;OFF-LA-10003923;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;71,04;6,0;20,0;26,64;2014;6;26;7;11,84;0,38
1994;CA-2014-133648;2014-06-26;2014-07-03;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Springfield;Oregon;97477;West;OFF-AR-10002257;Office Supplies;Art;Eldon Spacemaker Box, Quick-Snap Lid, Clear;5,34;2,0;20,0;0,73;2014;6;26;7;2,67;0,14
1995;CA-2014-133648;2014-06-26;2014-07-03;Standard Class;ML-17755;Max Ludwig;Home Office;United States;Springfield;Oregon;97477;West;OFF-FA-10004395;Office Supplies;Fasteners;Plymouth Boxed Rubber Bands by Plymouth;11,3;3,0;20,0;-2,12;2014;6;26;7;3,77;-0,19
1996;US-2014-147221;2014-12-03;2014-12-05;Second Class;JS-16030;Joy Smith;Consumer;United States;Houston;Texas;77036;Central;OFF-AP-10002534;Office Supplies;Appliances;3.6 Cubic Foot Counter Height Office Refrigerator;294,62;5,0;80,0;-766,01;2014;12;3;2;58,92;-2,6
1997;US-2014-147221;2014-12-03;2014-12-05;Second Class;JS-16030;Joy Smith;Consumer;United States;Houston;Texas;77036;Central;FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;8,75;4,0;60,0;-3,72;2014;12;3;2;2,19;-0,42
1998;CA-2011-131905;2011-02-07;2011-02-10;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;23320;South;OFF-LA-10002787;Office Supplies;Labels;Avery 480;15,0;4,0;0,0;7,2;2011;2;7;3;3,75;0,48
1999;CA-2011-131905;2011-02-07;2011-02-10;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;23320;South;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;161,61;1,0;0,0;42,02;2011;2;7;3;161,61;0,26
2000;CA-2011-131905;2011-02-07;2011-02-10;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;23320;South;TEC-PH-10001615;Technology;Phones;AT&T CL82213;144,95;5,0;0,0;42,04;2011;2;7;3;28,99;0,29
2001;CA-2014-166128;2014-04-12;2014-04-19;Standard Class;LW-17215;Luke Weiss;Consumer;United States;Pasadena;California;91104;West;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;199,95;5,0;0,0;21,99;2014;4;12;7;39,99;0,11
2002;CA-2014-166128;2014-04-12;2014-04-19;Standard Class;LW-17215;Luke Weiss;Consumer;United States;Pasadena;California;91104;West;OFF-AR-10001221;Office Supplies;Art;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;41,86;7,0;0,0;14,23;2014;4;12;7;5,98;0,34
2003;CA-2014-163510;2014-12-26;2014-12-29;Second Class;JW-15955;Joni Wasserman;Consumer;United States;Louisville;Kentucky;40214;South;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;95,94;3,0;0,0;9,59;2014;12;26;3;31,98;0,1
2004;CA-2014-163510;2014-12-26;2014-12-29;Second Class;JW-15955;Joni Wasserman;Consumer;United States;Louisville;Kentucky;40214;South;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;304,45;5,0;0,0;76,11;2014;12;26;3;60,89;0,25
2005;US-2014-143028;2014-04-12;2014-04-19;Standard Class;SC-20050;Sample Company A;Home Office;United States;Lubbock;Texas;79424;Central;OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;11,36;3,0;80,0;-17,05;2014;4;12;7;3,79;-1,5
2006;CA-2011-111150;2011-12-31;2012-01-04;Standard Class;RW-19630;Rob Williams;Corporate;United States;Columbia;Missouri;65203;Central;OFF-AR-10000034;Office Supplies;Art;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;29,68;7,0;0,0;11,58;2011;12;31;4;4,24;0,39
2007;CA-2011-111150;2011-12-31;2012-01-04;Standard Class;RW-19630;Rob Williams;Corporate;United States;Columbia;Missouri;65203;Central;TEC-AC-10000290;Technology;Accessories;Sabrent 4-Port USB 2.0 Hub;47,53;7,0;0,0;16,16;2011;12;31;4;6,79;0,34
2008;CA-2014-165386;2014-08-04;2014-08-05;First Class;CM-12190;Charlotte Melton;Consumer;United States;Chicago;Illinois;60623;Central;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;183,37;2,0;30,0;-36,67;2014;8;4;1;91,69;-0,2
2009;CA-2011-116407;2011-11-15;2011-11-21;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Johnson City;Tennessee;37604;South;OFF-AR-10001315;Office Supplies;Art;Newell 310;4,22;3,0;20,0;0,48;2011;11;15;6;1,41;0,11
2010;CA-2011-116407;2011-11-15;2011-11-21;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Johnson City;Tennessee;37604;South;OFF-AP-10002118;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";333,06;2,0;20,0;29,14;2011;11;15;6;166,53;0,09
2011;CA-2011-116407;2011-11-15;2011-11-21;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Johnson City;Tennessee;37604;South;OFF-PA-10002137;Office Supplies;Paper;Southworth 100% Résumé Paper, 24lb.;24,9;4,0;20,0;7,78;2011;11;15;6;6,22;0,31
2012;CA-2012-155761;2012-12-11;2012-12-11;Same Day;SC-20800;Stuart Calhoun;Consumer;United States;Houston;Texas;77041;Central;TEC-AC-10001606;Technology;Accessories;Logitech Wireless Performance Mouse MX for PC and Mac;159,98;2,0;20,0;36,0;2012;12;11;0;79,99;0,22
2013;CA-2012-155761;2012-12-11;2012-12-11;Same Day;SC-20800;Stuart Calhoun;Consumer;United States;Houston;Texas;77041;Central;OFF-ST-10000943;Office Supplies;Storage;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;46,34;3,0;20,0;4,63;2012;12;11;0;15,45;0,1
2014;CA-2013-145905;2013-09-19;2013-09-24;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;36830;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;350,98;1,0;0,0;84,24;2013;9;19;5;350,98;0,24
2015;CA-2013-145905;2013-09-19;2013-09-24;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;36830;South;OFF-PA-10000533;Office Supplies;Paper;Southworth Parchment Paper & Envelopes;13,08;2,0;0,0;6,02;2013;9;19;5;6,54;0,46
2016;CA-2013-145905;2013-09-19;2013-09-24;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;36830;South;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;900,08;4,0;0,0;117,01;2013;9;19;5;225,02;0,13
2017;CA-2012-113110;2012-03-19;2012-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;92404;West;OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers;17,57;2,0;20,0;6,37;2012;3;19;4;8,78;0,36
2018;CA-2012-113110;2012-03-19;2012-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;92404;West;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;14,62;2,0;0,0;6,87;2012;3;19;4;7,31;0,47
2019;CA-2012-113110;2012-03-19;2012-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;92404;West;OFF-SU-10001165;Office Supplies;Supplies;Acme Elite Stainless Steel Scissors;33,36;4,0;0,0;8,67;2012;3;19;4;8,34;0,26
2020;CA-2012-113110;2012-03-19;2012-03-23;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;San Bernardino;California;92404;West;OFF-PA-10002749;Office Supplies;Paper;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;40,14;6,0;0,0;19,67;2012;3;19;4;6,69;0,49
2021;CA-2013-168354;2013-09-20;2013-09-22;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Providence;Rhode Island;2908;East;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;1606,23;9,0;0,0;481,87;2013;9;20;2;178,47;0,3
2022;CA-2013-168354;2013-09-20;2013-09-22;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Providence;Rhode Island;2908;East;OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";17,04;3,0;0,0;7,67;2013;9;20;2;5,68;0,45
2023;CA-2013-168354;2013-09-20;2013-09-22;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Providence;Rhode Island;2908;East;OFF-BI-10004826;Office Supplies;Binders;JM Magazine Binder;49,53;3,0;0,0;23,77;2013;9;20;2;16,51;0,48
2024;CA-2013-168354;2013-09-20;2013-09-22;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Providence;Rhode Island;2908;East;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;872,32;4,0;0,0;244,25;2013;9;20;2;218,08;0,28
2025;US-2014-111241;2014-08-21;2014-08-23;Second Class;GM-14500;Gene McClure;Consumer;United States;Fresno;California;93727;West;OFF-BI-10002867;Office Supplies;Binders;GBC Recycled Regency Composition Covers;239,12;5,0;20,0;77,71;2014;8;21;2;47,82;0,32
2026;CA-2012-114237;2012-03-13;2012-03-15;First Class;MC-17275;Marc Crier;Consumer;United States;Seattle;Washington;98103;West;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;141,96;2,0;0,0;39,75;2012;3;13;2;70,98;0,28
2027;CA-2013-113516;2013-09-09;2013-09-11;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Lancaster;California;93534;West;OFF-BI-10002225;Office Supplies;Binders;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";33,02;2,0;20,0;11,56;2013;9;9;2;16,51;0,35
2028;CA-2013-113516;2013-09-09;2013-09-11;Second Class;VM-21685;Valerie Mitchum;Home Office;United States;Lancaster;California;93534;West;OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC;67,14;4,0;20,0;23,5;2013;9;9;2;16,78;0,35
2029;CA-2012-117961;2012-11-26;2012-11-30;Standard Class;GP-14740;Guy Phonely;Corporate;United States;Leominster;Massachusetts;1453;East;OFF-BI-10000343;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";14,73;3,0;0,0;6,92;2012;11;26;4;4,91;0,47
2030;CA-2012-117961;2012-11-26;2012-11-30;Standard Class;GP-14740;Guy Phonely;Corporate;United States;Leominster;Massachusetts;1453;East;OFF-ST-10001172;Office Supplies;Storage;Tennsco Lockers, Sand;104,9;5,0;0,0;25,18;2012;11;26;4;20,98;0,24
2031;CA-2012-117961;2012-11-26;2012-11-30;Standard Class;GP-14740;Guy Phonely;Corporate;United States;Leominster;Massachusetts;1453;East;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;61,04;4,0;0,0;30,52;2012;11;26;4;15,26;0,5
2032;CA-2012-117961;2012-11-26;2012-11-30;Standard Class;GP-14740;Guy Phonely;Corporate;United States;Leominster;Massachusetts;1453;East;OFF-PA-10001274;Office Supplies;Paper;Loose Memo Sheets;10,95;3,0;0,0;5,15;2012;11;26;4;3,65;0,47
2033;CA-2013-128923;2013-12-10;2013-12-14;Standard Class;GB-14530;George Bell;Corporate;United States;Fort Worth;Texas;76106;Central;OFF-PA-10002250;Office Supplies;Paper;Things To Do Today Pad;9,39;2,0;20,0;3,29;2013;12;10;4;4,7;0,35
2034;CA-2013-128923;2013-12-10;2013-12-14;Standard Class;GB-14530;George Bell;Corporate;United States;Fort Worth;Texas;76106;Central;OFF-AR-10000475;Office Supplies;Art;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;9,33;1,0;20,0;0,82;2013;12;10;4;9,33;0,09
2035;CA-2014-162481;2014-09-26;2014-09-30;Standard Class;CT-11995;Carol Triggs;Consumer;United States;Rochester;Minnesota;55901;Central;OFF-BI-10002976;Office Supplies;Binders;ACCOHIDE Binder by Acco;8,26;2,0;0,0;3,88;2014;9;26;4;4,13;0,47
2036;CA-2014-162481;2014-09-26;2014-09-30;Standard Class;CT-11995;Carol Triggs;Consumer;United States;Rochester;Minnesota;55901;Central;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;269,97;3,0;0,0;51,29;2014;9;26;4;89,99;0,19
2037;CA-2012-119214;2012-01-23;2012-01-27;Standard Class;CW-11905;Carl Weiss;Home Office;United States;Bozeman;Montana;59715;West;OFF-PA-10002893;Office Supplies;Paper;"Wirebound Service Call Books, 5 1/2"" x 4""";29,04;3,0;0,0;13,94;2012;1;23;4;9,68;0,48
2038;CA-2012-119214;2012-01-23;2012-01-27;Standard Class;CW-11905;Carl Weiss;Home Office;United States;Bozeman;Montana;59715;West;OFF-LA-10003077;Office Supplies;Labels;Avery 500;14,62;2,0;0,0;6,87;2012;1;23;4;7,31;0,47
2039;CA-2012-122287;2012-06-18;2012-06-23;Standard Class;SN-20560;Skye Norling;Home Office;United States;Peoria;Arizona;85345;West;OFF-PA-10001661;Office Supplies;Paper;Xerox 1922;11,95;3,0;20,0;4,33;2012;6;18;5;3,98;0,36
2040;CA-2012-122287;2012-06-18;2012-06-23;Standard Class;SN-20560;Skye Norling;Home Office;United States;Peoria;Arizona;85345;West;OFF-BI-10004656;Office Supplies;Binders;Peel & Stick Add-On Corner Pockets;4,54;7,0;70,0;-3,33;2012;6;18;5;0,65;-0,73
2041;CA-2012-122287;2012-06-18;2012-06-23;Standard Class;SN-20560;Skye Norling;Home Office;United States;Peoria;Arizona;85345;West;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;9,16;2,0;70,0;-6,1;2012;6;18;5;4,58;-0,67
2042;CA-2012-122287;2012-06-18;2012-06-23;Standard Class;SN-20560;Skye Norling;Home Office;United States;Peoria;Arizona;85345;West;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;75,36;5,0;20,0;20,72;2012;6;18;5;15,07;0,28
2043;CA-2012-104493;2012-10-02;2012-10-08;Standard Class;EB-13705;Ed Braxton;Corporate;United States;San Diego;California;92105;West;OFF-BI-10004817;Office Supplies;Binders;GBC Personal VeloBind Strips;57,5;6,0;20,0;20,13;2012;10;2;6;9,58;0,35
2044;US-2014-158946;2014-11-19;2014-11-24;Standard Class;JW-15220;Jane Waco;Corporate;United States;Lakewood;Ohio;44107;East;OFF-AR-10001860;Office Supplies;Art;BIC Liqua Brite Liner;38,86;7,0;20,0;7,77;2014;11;19;5;5,55;0,2
2045;CA-2011-129168;2011-08-17;2011-08-23;Standard Class;KB-16585;Ken Black;Corporate;United States;Houston;Texas;77095;Central;OFF-PA-10001639;Office Supplies;Paper;Xerox 203;15,55;3,0;20,0;5,44;2011;8;17;6;5,18;0,35
2046;CA-2013-131835;2013-07-18;2013-07-22;Standard Class;MC-17590;Matt Collister;Corporate;United States;Perth Amboy;New Jersey;8861;East;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;162,64;2,0;0,0;45,54;2013;7;18;4;81,32;0,28
2047;CA-2013-131835;2013-07-18;2013-07-22;Standard Class;MC-17590;Matt Collister;Corporate;United States;Perth Amboy;New Jersey;8861;East;TEC-PH-10001760;Technology;Phones;Bose SoundLink Bluetooth Speaker;597,0;3,0;0,0;280,59;2013;7;18;4;199,0;0,47
2048;CA-2013-131835;2013-07-18;2013-07-22;Standard Class;MC-17590;Matt Collister;Corporate;United States;Perth Amboy;New Jersey;8861;East;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;55,48;1,0;0,0;26,63;2013;7;18;4;55,48;0,48
2049;CA-2012-142237;2012-07-11;2012-07-13;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10004848;Furniture;Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";289,8;7,0;20,0;36,22;2012;7;11;2;41,4;0,12
2050;CA-2012-142237;2012-07-11;2012-07-13;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10004022;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder;2,5;3,0;70,0;-2,0;2012;7;11;2;0,83;-0,8
2051;CA-2012-142237;2012-07-11;2012-07-13;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;6,48;4,0;70,0;-4,75;2012;7;11;2;1,62;-0,73
2052;CA-2012-142237;2012-07-11;2012-07-13;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;341,49;8,0;30,0;-73,18;2012;7;11;2;42,69;-0,21
2053;CA-2012-142237;2012-07-11;2012-07-13;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-AR-10003732;Office Supplies;Art;Newell 333;11,12;5,0;20,0;0,83;2012;7;11;2;2,22;0,07
2054;CA-2012-142237;2012-07-11;2012-07-13;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10003142;Furniture;Furnishings;Master Big Foot Doorstop, Beige;25,34;6,0;20,0;3,48;2012;7;11;2;4,22;0,14
2055;CA-2013-136434;2013-12-02;2013-12-08;Standard Class;RD-19480;Rick Duston;Consumer;United States;Richmond;Indiana;47374;Central;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;17,31;3,0;0,0;5,19;2013;12;2;6;5,77;0,3
2056;CA-2014-120376;2014-12-23;2014-12-26;First Class;TP-21130;Theone Pippenger;Consumer;United States;Detroit;Michigan;48227;Central;TEC-AC-10001114;Technology;Accessories;Microsoft Wireless Mobile Mouse 4000;199,95;5,0;0,0;63,98;2014;12;23;3;39,99;0,32
2057;CA-2014-120376;2014-12-23;2014-12-26;First Class;TP-21130;Theone Pippenger;Consumer;United States;Detroit;Michigan;48227;Central;FUR-CH-10002335;Furniture;Chairs;Hon GuestStacker Chair;1586,69;7,0;0,0;412,54;2014;12;23;3;226,67;0,26
2058;CA-2014-120376;2014-12-23;2014-12-26;First Class;TP-21130;Theone Pippenger;Consumer;United States;Detroit;Michigan;48227;Central;TEC-AC-10000844;Technology;Accessories;Logitech Gaming G510s - Keyboard;84,99;1,0;0,0;30,6;2014;12;23;3;84,99;0,36
2059;CA-2014-120376;2014-12-23;2014-12-26;First Class;TP-21130;Theone Pippenger;Consumer;United States;Detroit;Michigan;48227;Central;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;411,8;2,0;0,0;70,01;2014;12;23;3;205,9;0,17
2060;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;OFF-FA-10002975;Office Supplies;Fasteners;Staples;11,34;3,0;0,0;5,22;2011;10;31;4;3,78;0,46
2061;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;OFF-ST-10003996;Office Supplies;Storage;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;80,3;5,0;0,0;20,88;2011;10;31;4;16,06;0,26
2062;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;OFF-BI-10002571;Office Supplies;Binders;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";15,97;2,0;20,0;5,39;2011;10;31;4;7,98;0,34
2063;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;OFF-PA-10000477;Office Supplies;Paper;Xerox 1952;64,74;13,0;0,0;30,43;2011;10;31;4;4,98;0,47
2064;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;OFF-BI-10004209;Office Supplies;Binders;Fellowes Twister Kit, Gray/Clear, 3/pkg;19,3;3,0;20,0;6,03;2011;10;31;4;6,43;0,31
2065;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;OFF-ST-10001963;Office Supplies;Storage;Tennsco Regal Shelving Units;405,64;4,0;0,0;12,17;2011;10;31;4;101,41;0,03
2066;CA-2011-106439;2011-10-31;2011-11-04;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;146,35;3,0;20,0;-9,15;2011;10;31;4;48,78;-0,06
